id,label
6045,1
6046,0
6047,0
6048,0
6049,1
6050,0
6051,0
6052,0
6053,0
6054,1
6055,0
6056,1
6057,1
6058,1
6059,1
6060,0
6061,1
6062,1
6063,0
6064,0
6065,0
6066,0
6067,1
6068,1
6069,1
6070,0
6071,1
6072,1
6073,0
6074,1
6075,0
6076,0
6077,0
6078,0
6079,1
6080,1
6081,0
6082,0
6083,0
6084,0
6085,1
6086,1
6087,0
6088,0
6089,0
6090,1
6091,1
6092,0
6093,0
6094,0
6095,0
6096,1
6097,1
6098,0
6099,0
6100,1
6101,0
6102,0
6103,1
6104,1
6105,0
6106,1
6107,0
6108,1
6109,0
6110,1
6111,0
6112,1
6113,0
6114,0
6115,1
6116,0
6117,0
6118,0
6119,0
6120,1
6121,1
6122,1
6123,1
6124,1
6125,1
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,1
6133,0
6134,0
6135,1
6136,0
6137,0
6138,0
6139,1
6140,1
6141,0
6142,1
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,1
6150,1
6151,0
6152,0
6153,0
6154,0
6155,1
6156,1
6157,0
6158,0
6159,0
6160,1
6161,1
6162,1
6163,1
6164,0
6165,0
6166,0
6167,0
6168,1
6169,0
6170,1
6171,1
6172,1
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,1
6180,0
6181,1
6182,0
6183,0
6184,1
6185,1
6186,1
6187,1
6188,1
6189,1
6190,0
6191,0
6192,0
6193,0
6194,1
6195,1
6196,0
6197,1
6198,1
6199,0
6200,1
6201,0
6202,1
6203,0
6204,1
6205,0
6206,0
6207,0
6208,1
6209,0
6210,1
6211,1
6212,0
6213,0
6214,0
6215,1
6216,0
6217,0
6218,1
6219,0
6220,0
6221,0
6222,1
6223,1
6224,1
6225,0
6226,0
6227,1
6228,0
6229,1
6230,1
6231,1
6232,0
6233,0
6234,0
6235,0
6236,0
6237,1
6238,0
6239,0
6240,1
6241,1
6242,1
6243,1
6244,0
6245,1
6246,0
6247,0
6248,1
6249,1
6250,0
6251,1
6252,1
6253,0
6254,1
6255,0
6256,0
6257,1
6258,0
6259,1
6260,1
6261,0
6262,0
6263,0
6264,1
6265,1
6266,0
6267,0
6268,0
6269,1
6270,0
6271,0
6272,1
6273,0
6274,0
6275,0
6276,1
6277,1
6278,1
6279,1
6280,0
6281,0
6282,0
6283,0
6284,1
6285,1
6286,0
6287,0
6288,1
6289,1
6290,0
6291,0
6292,1
6293,1
6294,1
6295,0
6296,1
6297,1
6298,0
6299,1
6300,1
6301,0
6302,1
6303,0
6304,1
6305,0
6306,0
6307,1
6308,0
6309,0
6310,1
6311,0
6312,0
6313,0
6314,1
6315,1
6316,1
6317,1
6318,1
6319,0
6320,1
6321,0
6322,0
6323,1
6324,1
6325,0
6326,0
6327,0
6328,1
6329,0
6330,1
6331,1
6332,1
6333,1
6334,1
6335,0
6336,1
6337,1
6338,1
6339,0
6340,1
6341,0
6342,1
6343,0
6344,0
6345,1
6346,0
6347,1
6348,1
6349,1
6350,0
6351,0
6352,1
6353,1
6354,1
6355,1
6356,0
6357,1
6358,1
6359,1
6360,1
6361,0
6362,1
6363,0
6364,0
6365,0
6366,0
6367,0
6368,1
6369,0
6370,0
6371,1
6372,1
6373,0
6374,0
6375,1
6376,1
6377,0
6378,0
6379,0
6380,0
6381,1
6382,0
6383,1
6384,0
6385,0
6386,0
6387,1
6388,0
6389,1
6390,1
6391,1
6392,1
6393,0
6394,0
6395,1
6396,1
6397,0
6398,1
6399,0
6400,0
6401,1
6402,0
6403,1
6404,1
6405,1
6406,1
6407,1
6408,0
6409,1
6410,1
6411,0
6412,1
6413,1
6414,0
6415,1
6416,0
6417,1
6418,1
6419,1
6420,0
6421,1
6422,1
6423,1
6424,1
6425,1
6426,0
6427,0
6428,1
6429,1
6430,1
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,1
6438,1
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,1
6449,0
6450,1
6451,0
6452,0
6453,0
6454,0
6455,1
6456,0
6457,1
6458,0
6459,0
6460,0
6461,1
6462,0
6463,0
6464,0
6465,1
6466,1
6467,0
6468,1
6469,1
6470,1
6471,1
6472,1
6473,1
6474,0
6475,0
6476,1
6477,1
6478,0
6479,1
6480,0
6481,1
6482,1
6483,1
6484,1
6485,1
6486,1
6487,0
6488,0
6489,1
6490,0
6491,1
6492,0
6493,1
6494,1
6495,0
6496,1
6497,1
6498,0
6499,1
6500,0
